97.530663 	146.267563 	163.840393 	76.583427 	
95.045044 	149.444855 	160.152328 	81.616714 	
93.227333 	151.521255 	156.778564 	84.714432 	
92.751640 	152.667221 	154.772659 	86.450523 	
92.371765 	152.937729 	153.642776 	87.446205 	
91.707809 	152.921646 	153.062546 	87.512840 	
91.637291 	153.057358 	152.726501 	87.776237 	
92.163773 	153.403748 	152.709457 	87.952560 	
92.227211 	153.526337 	152.658569 	87.691116 	
91.843040 	153.587234 	152.693298 	87.335129 	
91.238266 	153.456390 	152.503555 	86.953789 	
91.195885 	153.567535 	152.381775 	87.247444 	
91.043617 	153.431839 	152.343475 	87.274902 	
90.687988 	154.016510 	152.555634 	87.605003 	
90.661583 	154.047623 	152.585144 	87.621246 	
90.710655 	154.287506 	152.673569 	87.727280 	
90.330910 	154.253784 	153.110809 	87.403625 	
90.119293 	154.314545 	153.189438 	87.665604 	
90.185585 	154.460022 	153.363953 	87.530052 	
90.277756 	154.200974 	153.205902 	87.846306 	
90.344139 	154.084579 	152.588806 	88.211334 	
90.314293 	154.147705 	152.256470 	88.092064 	
89.537964 	153.995193 	151.776596 	87.874092 	
89.724411 	154.053970 	151.713806 	88.033562 	
89.933876 	153.867355 	151.551819 	88.039833 	
90.306252 	153.633286 	151.633636 	88.225143 	
90.575401 	153.330582 	151.560928 	88.254692 	
90.624100 	153.418747 	151.328827 	88.439720 	
90.528275 	153.188156 	151.360611 	88.435066 	
90.537224 	153.413971 	151.197876 	88.762566 	
90.408890 	153.396439 	150.930603 	88.559952 	
90.532936 	153.397751 	150.525467 	88.644379 	
90.458511 	153.295578 	150.631989 	88.380264 	
90.364738 	153.385971 	150.980225 	88.160767 	
90.501335 	153.571533 	150.920731 	88.284927 	
90.636032 	153.496521 	151.020462 	88.319077 	
90.768837 	153.387070 	151.111725 	88.191536 	
91.012619 	153.320953 	150.777771 	88.346588 	
91.212463 	153.121552 	150.902725 	88.348602 	
91.075600 	153.100739 	151.050949 	88.039818 	
90.983246 	152.960892 	151.166382 	87.747841 	
90.960823 	152.783417 	151.537308 	87.614807 	
90.749092 	152.861938 	151.698151 	87.331467 	
90.769424 	152.895264 	151.805252 	87.615273 	
90.750732 	152.753952 	151.890594 	87.502739 	
