76.741096 	153.813248 	158.882904 	73.515800 	
79.207375 	151.985031 	160.494553 	75.179977 	
80.019897 	151.634262 	160.647018 	76.162827 	
80.194214 	151.435410 	160.464767 	76.618675 	
79.761551 	151.345734 	159.806671 	76.625374 	
79.321190 	151.294754 	159.790039 	76.747314 	
79.072830 	151.129501 	159.373672 	76.712555 	
78.459244 	151.001572 	159.123535 	76.725304 	
78.452873 	150.841431 	159.222153 	77.046661 	
78.039146 	150.563293 	158.916336 	76.824333 	
77.898743 	150.352036 	158.884644 	76.849380 	
77.899025 	150.409927 	159.178177 	76.641365 	
77.885559 	150.289795 	159.041733 	76.765572 	
78.217171 	150.414673 	159.184021 	76.800224 	
78.140007 	150.462341 	159.206558 	76.587364 	
78.491524 	150.549561 	159.318207 	76.845383 	
78.573250 	150.643250 	159.377945 	77.023087 	
78.442902 	150.280060 	159.020157 	77.213753 	
78.088875 	150.239685 	158.544144 	77.127289 	
78.250694 	150.456879 	158.594147 	77.295799 	
78.040344 	150.462372 	158.474518 	77.217056 	
78.075165 	150.353302 	158.399429 	77.316154 	
78.180832 	150.586044 	158.662018 	77.035393 	
77.984314 	150.570694 	158.837830 	76.730980 	
77.944870 	150.597565 	158.481522 	77.071190 	
78.236122 	150.422256 	158.378983 	77.558716 	
78.322929 	150.290634 	158.200760 	77.947128 	
78.320641 	150.008820 	157.973267 	77.964638 	
78.268692 	150.211838 	158.113907 	77.704300 	
78.164566 	150.366180 	158.169098 	77.462677 	
77.926758 	150.339951 	158.127518 	77.257080 	
78.098076 	150.510025 	158.164246 	77.396240 	
77.888550 	150.274445 	157.827240 	77.450554 	
77.920158 	150.242905 	158.009445 	77.434364 	
78.006012 	150.142654 	158.049606 	77.842918 	
78.107498 	150.065567 	157.986313 	78.138947 	
78.559723 	150.273193 	158.202393 	78.276016 	
78.265320 	149.980179 	158.106400 	78.200752 	
78.113281 	149.875549 	157.912857 	78.258324 	
78.685402 	149.850983 	158.162643 	78.383499 	
78.981277 	149.665375 	158.101715 	78.268097 	
79.049889 	149.588470 	158.261200 	78.276009 	
79.101173 	149.537308 	158.465240 	78.371346 	
79.077461 	149.450714 	158.235046 	78.015968 	
79.015961 	149.443619 	158.243118 	77.925087 	
78.913460 	149.362106 	158.639236 	77.974556 	
78.702713 	149.174759 	158.557114 	77.885048 	
78.709282 	149.031982 	158.502197 	78.016159 	
78.643021 	148.998260 	158.452377 	77.789513 	
78.699089 	148.923355 	158.627579 	77.705574 	
78.813103 	148.742218 	158.654236 	77.590393 	
79.008163 	148.289444 	158.728928 	77.477943 	
79.264862 	147.720215 	158.951828 	77.527679 	
78.902786 	146.666199 	159.130676 	77.272484 	
79.763275 	143.632828 	159.261093 	77.421150 	
80.018745 	139.771896 	158.760788 	77.682350 	
79.952797 	136.360657 	158.092957 	77.497223 	
78.296791 	131.782715 	156.067352 	77.229141 	
77.130257 	127.301529 	154.393570 	76.816231 	
73.646698 	120.640938 	151.332718 	75.549240 	
69.450188 	115.075615 	148.227753 	74.320282 	
61.632336 	108.587341 	143.064240 	72.522179 	
54.505325 	103.828903 	138.560410 	71.255409 	
49.344093 	100.586220 	135.519760 	70.929375 	
43.774483 	97.835976 	133.667648 	72.986771 	
40.306835 	96.110397 	132.519836 	73.853271 	
39.877094 	94.927475 	133.578949 	76.387512 	
41.051132 	94.005234 	135.331818 	78.137924 	
41.587738 	93.349030 	136.436371 	79.469704 	
41.360058 	93.082085 	136.848267 	79.755890 	
40.566406 	92.910439 	136.519821 	80.201294 	
36.849941 	93.185852 	135.022232 	81.260666 	
33.479038 	94.208832 	133.668488 	81.248497 	
35.242401 	93.928307 	134.433395 	82.460373 	
35.021118 	94.311546 	135.147781 	82.378250 	
35.323322 	93.781021 	135.633804 	83.790176 	
33.964554 	95.015900 	136.334198 	84.378586 	
33.886333 	94.512581 	137.455338 	82.965683 	
34.815655 	94.196724 	138.422516 	80.787796 	
35.414307 	93.898186 	138.919861 	79.500816 	
35.953663 	93.585228 	139.388107 	78.850334 	
35.341022 	93.902977 	139.027893 	78.281357 	
36.193813 	94.221596 	140.054184 	77.812576 	
34.486172 	94.946846 	139.338425 	77.997490 	
33.084389 	95.605721 	138.964386 	77.023232 	
33.726700 	95.494125 	139.088745 	75.941704 	
